tạm được nghe gọi hết pin hơi nhanh,0
So với giá tiền ok...,0
đẹp nhưng có điều hơi lỗi,0
đóng gói đẹp nghe cũng ok,0
Đặt áo crop top giao áo Hoodie bị ngáo hả,2
Vải quá xấu mỏng hình thì màu sậm không như ảnh a😡,2
Áo rất sắc nét. Y như hình. Không có gì phàn nàn,1
vải hơi mỏng,0
"Đã xài qua nhiều hãng tinh dầu khác nhau, nhưng lần này mua tinh dầu nhãn hiệu này thì mình rất ưng ý. Từ mẫu mã đẹp, sang, đến cách đóng gói cẩn thận đem lại sự tin tưởng bước đầu cho người tiêu dùng. Khi mở tinh dầu để sử dụng thì không uổng công lần thử này, tinh dầu rất chất lượng và thơm rất tự nhiên. Mùi Sả chanh thơm ngát như đang đun nước lá sả để gội dầu vậy - Mùi Bạc Hà thì ngọt thôi rồi , cảm giác như đang ăn kẹo ấy mọi người - Mùi Oải hương nồng nồng sử dụng với máy khuếch tán tinh dầu thì rất dễ ngủ. Nói chung là hài lòng lắm luôn - Thks Tiki và Shop - Sẽ tiếp tục ủng hộ cho những lần mua sau.",1
"Mua Combo 3 Tinh dầu SENSELAB : Sả Chanh - Oải Hương - Bạc Hà kèm máy khuếch tán tinh dầu đều hài lòng với nhà cung cấp này. Mùi hương thơm rất tự nhiên và thơm lâu , không hắc hay khó chịu như một số loại khác từng xài qua. Đóng gói hết sức cẩn thận và đẹp mắt, chắc chắn - Nhãn hiệu nhìn đẹp và sang trọng . Rất hài lòng với Tiki và nhà cung cấp sản phẩm.",1
"Shop giao hàng nhanh, dự kiến giữa tuần mà đầu tuần hàng đến. Đóng gói cẩn thận, hộp nhìn sang. Mùi dễ chịu, thư giãn, nhỏ 3-4 giọt thôi cũng đủ thơm khắp phòng. Tóm lại từ lúc nhận hàng đến giờ, cái gì tôi cũng ưng.",1
"Mua tinh dầu của shop khác xông thì thơm cả phòng từ trên lầu xuống gác. - Còn mấy chai này xông đứng kế bên mới có mùi, nằm xa cách khoảng 2m thôi không có ngửi được gì hết, quá tệ, mọi người đừng mua, mua về mang cục tức ( thấy mấy bình luận trước mà ko tin, mua dùng thử, mà thật ik chang luôn) THẤT VỌNG",2
"Mình đặt hàng là 2 combo tinh dầu sả chanh + oải hương + bạc hà và bạc hà + bưởi + oải hương mà sao lại giao 2 combo sả chanh + oải hương + bạc hà???? Thiếu chai bưởi, thừa oải hương. Mà chai sả chanh bị rỉ rất bẩn, tem thì không còn nguyên vẹn, có thể do đóng gói ẩu, chai tinh dầu rớt còn vài giọt. Đề nghị Tiki giao đúng sản phẩm mình đã đặt và xem lại chất lượng sản phẩm khi cung cấp cho người mua nhé. Tiki giao thì nhanh thật nhưng mình không hài lòng về sản phẩm. Mình muốn trả hàng!",2
"Mình đặt mua 2 combo, 1 combo bạc hà, sả chanh và 1 combo bạc hà sả chanh oải hương, thiếu mất chai oải hương rồi. Tiki giao bổ sung hoặc cho mình trả hàng nhé. Sách mình đã nhận được, đóng gói rất cẩn thận. Thanks tiki",0
"Tinh dầu rất chất lượng. mùi thơm rất cao cấp. Mãu mã đẹp. combo nên giá rẻ rất hợp lý.Hạn sử dụng 2 năm rất dài. Sẽ ủng hộ tiếp. Đóng gói cẩn thận, giao hàng nhanh. Cảm ơn Tiki",1
"mùi nhạt, nhỏ tận mười mấy giọt tinh dầu sả chanh mới nghe mùi thoang thoảng, đóng gói hời hợt, tóm lại thất vọng. bể mất 1 chai, đổi lại nha.",2
Nhỏ tinh dầu vào chẳng nghe mùi thơm lan ra phòng gì cả dù phòng mình rất nhỏ. Mình đã nhỏ hết 1/3 chai tinh dầu cho 1 lần mà vẫn ko cảm nhận đc mùi thơm. Cảm thấy hơi thất vọng.,2
"Giao hàng nhanh,đóng gói cẩn thận nhưng mùi oải hương thì hắc không thể chịu nổi,mở ra ngửi thử mà đau đầu nguyên ngày. mùi bạc hà ok, mùi sả chanh tạm được.",0
"Sản phẩm giao nhanh, nhưng khi sử dụng cho máy tinh dầu , thì không nghe được bất cứ mùi gì, như bạc hà, oải hương.. cũng không nghe được, mình cảm thấy không hài lòng",2
"Giao hàng nhanh như mong muốn, sản phẩm đóng gói đẹp, chất lượng như hình.",1
"Mua 3 chai có 1 chai bị bóc tem và chảy ra hộp hết gần nữa chai, mùi oải hương rất đau đầu :((((((((((((((((((((((((((((((((((((((((((((",2
"Tiki giao hàng nhanh, không đổ, vỡ. Mới sử dụng chai lavender, cảm nhận mùi hương nhẹ nhàng, dễ chịu.",1
"Bao bọc cẩn thận, tỉ mỉ! Giao hàng nhanh! Sẽ đánh giá kỹ sản phẩm sau khi dùng!",1
"Chất lượng tốt, xài thơm , đẹp, rất là thích! Sẽ còn ủng hộ dài dài",1
Mùi bạc hà và mùi chanh sả rất thơm nhưng mùi oải hương lại nồng và hắc,0
Ko như quảng cáo nhỏ nhiều nhưng mùi hương rất ít - tiền nào của đó,2
"hàng không có mùi vị gì? bỏ vào máy tỏa hương, chả có mùi gì?",2
"đóng gói kĩ. anh giao hàng nhiệt tình, có tâm. cảm ơn nhiều!!",1
Mùi Lavender không giống lắm nghe giống mùi Sả chanh hơn,2
mùi không thơm như quảng cáo,2
giao hàng nhanh. đóng gói cẩn thận. mẫu mã đẹp.,1
5 sao cho tinh dầu và -1 sao cho người vận chuyển.,0
"rất thơm, giao hàng nhanh.mọi người tin dùng nhé. cảm ơn",1
"Mùi quá kinh khủng, ko thể tả nó như thế nào, phí tiền",2
Mùi hương chưa thực sự thuyết phục.🙁,2
Chưa biết nên xài thử.mình bị mũi dị ứng nên không chịu,0
"Đóng gói kĩ, mùi thơm nhẹ chắc do mình dùng quạt",0
"mùi dễ chịu, thơm",1
thơm lắm nhoa,1
sản phẩm ok ma mùi oải hương chưa thơm lắm,0
"mùi hương ko được nhiều , không lưu hương lâu .",2
mua hàng ở tiki mình thật sự hài lòng,1
sản phẩm không mùi thơm gì ạ,0
Hương vị ko đặc trưng lắm,0
tạm được. chưa đạt tiêu chuẩn,2
Thơm. Vận chuyển tốt. Không hư bể.,0
Sản phẩm chuẩn như quảng cáo,0
Đúng hàng. Dùng tốt,0
"Nhỏ, ít quá................",2
Mùi lavender không đúng,2
nhỏ hơn 10 giọt mà không thơm,2
"Tiki giao nhanh , tốn ít phí nhưng ok",0
Chua dùng thay đóng gói cũng đẹp,0
ai có nhu cầu có thể mua,0
"Mùi thơm ., giao hàng nhanh",0
OK đóng gọi đẹp,0
"Hàng ok, giao nhanh",0
không thơm lắm,2
Mau bay không lưu hương lâu,2
"Sản phẩm tốt, giao hàng nhanh",0
tinh dầu nồng và thơm,0
Hài lòng với sản phẩm,0
Mùi chẳng ra làm sao,2
hàng tốt,0
